timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1700551998694,1432,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,288452,1534,2,2,null,0,5,46
1700551998696,920,/-37,200,OK,Thread Group 1-1,text,true,,11152,448,1,1,https://www.tab66aud.com/,920,0,46
1700551999618,512,/js/app.js-39,200,OK,Thread Group 1-1,text,true,,277300,1086,2,2,https://www.tab66aud.com/js/app.js,436,0,0
1700551999696,914,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,288449,1534,2,2,null,0,1,37
1700551999696,848,/-37,200,OK,Thread Group 1-2,text,true,,11147,448,2,2,https://www.tab66aud.com/,848,0,37
1700552000544,66,/js/app.js-39,200,OK,Thread Group 1-2,text,true,,277302,1086,2,2,https://www.tab66aud.com/js/app.js,44,0,0
1700552000132,764,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,78735,2340,3,3,null,0,1,0
1700552000132,412,/login-113,200,OK,Thread Group 1-1,text,true,,8167,1217,2,2,https://www.tab66aud.com/login,412,0,0
1700552000544,352,/css/app.css-114,200,OK,Thread Group 1-1,text,true,,70568,1123,3,3,https://www.tab66aud.com/css/app.css?time=1700064991,348,0,0
1700552000611,588,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,78732,2340,3,3,null,0,1,0
1700552000611,545,/login-113,200,OK,Thread Group 1-2,text,true,,8158,1217,3,3,https://www.tab66aud.com/login,545,0,0
1700552001157,43,/css/app.css-114,200,OK,Thread Group 1-2,text,true,,70574,1123,3,3,https://www.tab66aud.com/css/app.css?time=1700064991,40,0,0
1700552000693,737,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,288450,1534,3,3,null,0,2,42
1700552000694,608,/-37,200,OK,Thread Group 1-3,text,true,,11142,448,3,3,https://www.tab66aud.com/,608,0,42
1700552001303,129,/js/app.js-39,200,OK,Thread Group 1-3,text,true,,277308,1086,3,3,https://www.tab66aud.com/js/app.js,69,0,0
1700552001432,768,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,78745,2340,4,4,null,0,3,0
1700552001432,711,/login-113,200,OK,Thread Group 1-3,text,true,,8163,1217,4,4,https://www.tab66aud.com/login,711,0,0
1700552002145,57,/css/app.css-114,200,OK,Thread Group 1-3,text,true,,70582,1123,4,4,https://www.tab66aud.com/css/app.css?time=1700064991,53,0,0
1700552001692,908,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,288482,1534,4,4,null,0,2,50
1700552001693,838,/-37,200,OK,Thread Group 1-4,text,true,,11168,448,4,4,https://www.tab66aud.com/,838,0,50
1700552002532,70,/js/app.js-39,200,OK,Thread Group 1-4,text,true,,277314,1086,4,4,https://www.tab66aud.com/js/app.js,46,0,0
1700552002602,518,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,78746,2340,5,5,null,0,2,0
1700552002602,462,/login-113,200,OK,Thread Group 1-4,text,true,,8170,1217,5,5,https://www.tab66aud.com/login,462,0,0
1700552003066,56,/css/app.css-114,200,OK,Thread Group 1-4,text,true,,70576,1123,5,5,https://www.tab66aud.com/css/app.css?time=1700064991,54,0,0
1700552001200,1972,Login,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-2,,true,,94295,6154,5,5,null,0,3,0
1700552001200,474,/login-141,200,OK,Thread Group 1-2,text,true,,1589,1371,3,3,https://www.tab66aud.com/login,474,0,0
1700552001675,749,/login-144,200,OK,Thread Group 1-2,text,true,,12042,2437,4,4,https://www.tab66aud.com/deposits,306,0,0
1700552001675,306,/login-144-0,302,Found,Thread Group 1-2,text,true,,1952,1217,4,4,https://www.tab66aud.com/login,306,0,0
1700552001982,442,/login-144-1,200,OK,Thread Group 1-2,text,true,,10090,1220,4,4,https://www.tab66aud.com/deposits,441,0,0
1700552002425,408,/deposits-145,200,OK,Thread Group 1-2,text,true,,10096,1220,5,5,https://www.tab66aud.com/deposits,408,0,0
1700552002834,341,/css/app.css-146,200,OK,Thread Group 1-2,text,true,,70568,1126,5,5,https://www.tab66aud.com/css/app.css?time=1700065048,339,0,0
1700552000897,2436,Login,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-1,,true,,94394,6154,5,5,null,0,6,0
1700552000897,575,/login-141,200,OK,Thread Group 1-1,text,true,,1593,1371,3,3,https://www.tab66aud.com/login,575,0,0
1700552001473,1024,/login-144,200,OK,Thread Group 1-1,text,true,,12096,2437,4,4,https://www.tab66aud.com/deposits,520,0,0
1700552001473,520,/login-144-0,302,Found,Thread Group 1-1,text,true,,1952,1217,4,4,https://www.tab66aud.com/login,520,0,0
1700552001993,504,/login-144-1,200,OK,Thread Group 1-1,text,true,,10144,1220,4,4,https://www.tab66aud.com/deposits,503,0,0
1700552002498,481,/deposits-145,200,OK,Thread Group 1-1,text,true,,10131,1220,5,5,https://www.tab66aud.com/deposits,480,0,0
1700552002982,356,/css/app.css-146,200,OK,Thread Group 1-1,text,true,,70574,1126,5,5,https://www.tab66aud.com/css/app.css?time=1700065048,353,0,0
1700552002689,878,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,288465,1534,5,5,null,0,5,47
1700552002693,809,/-37,200,OK,Thread Group 1-5,text,true,,11155,448,5,5,https://www.tab66aud.com/,808,0,47
1700552003503,69,/js/app.js-39,200,OK,Thread Group 1-5,text,true,,277310,1086,5,5,https://www.tab66aud.com/js/app.js,43,0,0
1700552003175,673,Select and Click On Pragmatic,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,80758,2354,6,6,null,0,1,0
1700552003176,395,/games/10-171,200,OK,Thread Group 1-2,text,true,,10192,1228,5,5,https://www.tab66aud.com/games/10,394,0,0
1700552003571,278,/css/app.css-173,200,OK,Thread Group 1-2,text,true,,70566,1126,6,6,https://www.tab66aud.com/css/app.css?time=1700065084,274,0,0
1700552003339,515,Select and Click On Pragmatic,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,80796,2354,6,6,null,0,2,0
1700552003340,479,/games/10-171,200,OK,Thread Group 1-1,text,true,,10216,1228,6,6,https://www.tab66aud.com/games/10,479,0,0
1700552003820,36,/css/app.css-173,200,OK,Thread Group 1-1,text,true,,70580,1126,6,6,https://www.tab66aud.com/css/app.css?time=1700065084,34,0,0
1700552003572,476,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,78771,2340,6,6,null,0,2,0
1700552003572,422,/login-113,200,OK,Thread Group 1-5,text,true,,8195,1217,6,6,https://www.tab66aud.com/login,422,0,0
1700552003996,54,/css/app.css-114,200,OK,Thread Group 1-5,text,true,,70576,1123,6,6,https://www.tab66aud.com/css/app.css?time=1700064991,50,0,0
1700552002203,1850,Login,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-3,,true,,94295,6154,6,6,null,0,1,0
1700552002203,468,/login-141,200,OK,Thread Group 1-3,text,true,,1591,1371,4,4,https://www.tab66aud.com/login,468,0,0
1700552002671,861,/login-144,200,OK,Thread Group 1-3,text,true,,12041,2437,5,5,https://www.tab66aud.com/deposits,454,0,0
1700552002671,454,/login-144-0,302,Found,Thread Group 1-3,text,true,,1948,1217,5,5,https://www.tab66aud.com/login,454,0,0
1700552003126,406,/login-144-1,200,OK,Thread Group 1-3,text,true,,10093,1220,5,5,https://www.tab66aud.com/deposits,405,0,0
1700552003533,470,/deposits-145,200,OK,Thread Group 1-3,text,true,,10093,1220,6,6,https://www.tab66aud.com/deposits,469,0,0
1700552004003,51,/css/app.css-146,200,OK,Thread Group 1-3,text,true,,70570,1126,6,6,https://www.tab66aud.com/css/app.css?time=1700065048,49,0,0
1700552004060,454,Select and Click On Pragmatic,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,80770,2354,6,6,null,0,2,0
1700552004060,406,/games/10-171,200,OK,Thread Group 1-3,text,true,,10200,1228,6,6,https://www.tab66aud.com/games/10,405,0,0
1700552004467,48,/css/app.css-173,200,OK,Thread Group 1-3,text,true,,70570,1126,6,6,https://www.tab66aud.com/css/app.css?time=1700065084,47,0,0
1700552003689,998,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,288508,1534,6,6,null,0,0,50
1700552003689,885,/-37,200,OK,Thread Group 1-6,text,true,,11196,448,6,6,https://www.tab66aud.com/,885,0,50
1700552004574,113,/js/app.js-39,200,OK,Thread Group 1-6,text,true,,277312,1086,6,6,https://www.tab66aud.com/js/app.js,70,0,0
1700552003122,1611,Login,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-4,,true,,94295,6154,7,7,null,0,5,0
1700552003123,376,/login-141,200,OK,Thread Group 1-4,text,true,,1593,1371,5,5,https://www.tab66aud.com/login,376,0,0
1700552003499,827,/login-144,200,OK,Thread Group 1-4,text,true,,12036,2437,6,6,https://www.tab66aud.com/deposits,419,0,0
1700552003499,419,/login-144-0,302,Found,Thread Group 1-4,text,true,,1940,1217,6,6,https://www.tab66aud.com/login,419,0,0
1700552003919,407,/login-144-1,200,OK,Thread Group 1-4,text,true,,10096,1220,6,6,https://www.tab66aud.com/deposits,407,0,0
1700552004327,372,/deposits-145,200,OK,Thread Group 1-4,text,true,,10088,1220,7,7,https://www.tab66aud.com/deposits,372,0,0
1700552004702,36,/css/app.css-146,200,OK,Thread Group 1-4,text,true,,70578,1126,7,7,https://www.tab66aud.com/css/app.css?time=1700065048,35,0,0
1700552004738,426,Select and Click On Pragmatic,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,80838,2354,7,7,null,0,1,0
1700552004738,388,/games/10-171,200,OK,Thread Group 1-4,text,true,,10264,1228,7,7,https://www.tab66aud.com/games/10,388,0,0
1700552005127,38,/css/app.css-173,200,OK,Thread Group 1-4,text,true,,70574,1126,7,7,https://www.tab66aud.com/css/app.css?time=1700065084,36,0,0
1700552004687,520,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,78740,2340,7,7,null,0,2,0
1700552004688,465,/login-113,200,OK,Thread Group 1-6,text,true,,8168,1217,7,7,https://www.tab66aud.com/login,465,0,0
1700552005154,55,/css/app.css-114,200,OK,Thread Group 1-6,text,true,,70572,1123,7,7,https://www.tab66aud.com/css/app.css?time=1700064991,53,0,0
1700552004689,836,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,288449,1534,7,7,null,0,2,38
1700552004690,773,/-37,200,OK,Thread Group 1-7,text,true,,11145,448,7,7,https://www.tab66aud.com/,772,0,38
1700552005463,63,/js/app.js-39,200,OK,Thread Group 1-7,text,true,,277304,1086,7,7,https://www.tab66aud.com/js/app.js,38,0,0
1700552004050,1857,Login,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-5,,true,,94356,6154,8,8,null,0,2,0
1700552004050,491,/login-141,200,OK,Thread Group 1-5,text,true,,1593,1371,6,6,https://www.tab66aud.com/login,491,0,0
1700552004542,856,/login-144,200,OK,Thread Group 1-5,text,true,,12037,2437,7,7,https://www.tab66aud.com/deposits,358,0,0
1700552004542,358,/login-144-0,302,Found,Thread Group 1-5,text,true,,1948,1217,7,7,https://www.tab66aud.com/login,358,0,0
1700552004900,498,/login-144-1,200,OK,Thread Group 1-5,text,true,,10089,1220,7,7,https://www.tab66aud.com/deposits,488,0,0
1700552005398,471,/deposits-145,200,OK,Thread Group 1-5,text,true,,10148,1220,8,8,https://www.tab66aud.com/deposits,471,0,0
1700552005870,39,/css/app.css-146,200,OK,Thread Group 1-5,text,true,,70578,1126,8,8,https://www.tab66aud.com/css/app.css?time=1700065048,37,0,0
1700552003849,2081,Select a Game,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-2,,true,,16339,5272,8,8,null,0,2,0
1700552003849,600,/games/play-204,200,OK,Thread Group 1-2,text,true,,2056,1348,6,6,https://www.tab66aud.com/games/play,600,0,0
1700552004450,469,/games/play-223,200,OK,Thread Group 1-2,text,true,,2040,1348,7,7,https://www.tab66aud.com/games/play,469,0,0
1700552004920,489,/games/10-227,200,OK,Thread Group 1-2,text,true,,10198,1228,7,7,https://www.tab66aud.com/games/10,488,0,0
1700552005409,523,/games/play-262,200,OK,Thread Group 1-2,text,true,,2045,1348,8,8,https://www.tab66aud.com/games/play,523,0,0
1700552005527,463,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,78743,2340,8,8,null,0,2,0
1700552005527,428,/login-113,200,OK,Thread Group 1-7,text,true,,8167,1217,8,8,https://www.tab66aud.com/login,428,0,0
1700552005956,35,/css/app.css-114,200,OK,Thread Group 1-7,text,true,,70576,1123,8,8,https://www.tab66aud.com/css/app.css?time=1700064991,33,0,0
1700552003857,2288,Select a Game,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-1,,true,,16362,5272,8,8,null,0,3,0
1700552003857,709,/games/play-204,200,OK,Thread Group 1-1,text,true,,2054,1348,6,6,https://www.tab66aud.com/games/play,709,0,0
1700552004567,542,/games/play-223,200,OK,Thread Group 1-1,text,true,,2047,1348,7,7,https://www.tab66aud.com/games/play,542,0,0
1700552005110,486,/games/10-227,200,OK,Thread Group 1-1,text,true,,10216,1228,7,7,https://www.tab66aud.com/games/10,485,0,0
1700552005597,551,/games/play-262,200,OK,Thread Group 1-1,text,true,,2045,1348,8,8,https://www.tab66aud.com/games/play,551,0,0
1700552005909,511,Select and Click On Pragmatic,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,80777,2354,8,8,null,0,2,0
1700552005909,443,/games/10-171,200,OK,Thread Group 1-5,text,true,,10199,1228,8,8,https://www.tab66aud.com/games/10,443,0,0
1700552006353,68,/css/app.css-173,200,OK,Thread Group 1-5,text,true,,70578,1126,8,8,https://www.tab66aud.com/css/app.css?time=1700065084,66,0,0
1700552005688,778,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-8,,true,,288500,1534,8,8,null,0,3,44
1700552005690,653,/-37,200,OK,Thread Group 1-8,text,true,,11196,448,8,8,https://www.tab66aud.com/,653,0,44
1700552006343,125,/js/app.js-39,200,OK,Thread Group 1-8,text,true,,277304,1086,8,8,https://www.tab66aud.com/js/app.js,54,0,0
1700552004516,1988,Select a Game,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-3,,true,,16343,5272,8,8,null,0,1,0
1700552004516,664,/games/play-204,200,OK,Thread Group 1-3,text,true,,2051,1348,7,7,https://www.tab66aud.com/games/play,664,0,0
1700552005180,426,/games/play-223,200,OK,Thread Group 1-3,text,true,,2049,1348,7,7,https://www.tab66aud.com/games/play,426,0,0
1700552005606,373,/games/10-227,200,OK,Thread Group 1-3,text,true,,10196,1228,8,8,https://www.tab66aud.com/games/10,373,0,0
1700552005980,525,/games/play-262,200,OK,Thread Group 1-3,text,true,,2047,1348,8,8,https://www.tab66aud.com/games/play,525,0,0
1700552006469,2443,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-8,,true,,78744,2340,11,11,null,0,1,0
1700552006469,2410,/login-113,200,OK,Thread Group 1-8,text,true,,8170,1217,11,11,https://www.tab66aud.com/login,2410,0,0
1700552008880,33,/css/app.css-114,200,OK,Thread Group 1-8,text,true,,70574,1123,11,11,https://www.tab66aud.com/css/app.css?time=1700064991,32,0,0
1700552005209,3751,Login,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-6,,true,,94312,6154,11,11,null,0,2,0
1700552005209,404,/login-141,200,OK,Thread Group 1-6,text,true,,1591,1371,7,7,https://www.tab66aud.com/login,404,0,0
1700552005613,886,/login-144,200,OK,Thread Group 1-6,text,true,,12046,2437,8,8,https://www.tab66aud.com/deposits,418,0,0
1700552005613,418,/login-144-0,302,Found,Thread Group 1-6,text,true,,1950,1217,8,8,https://www.tab66aud.com/login,418,0,0
1700552006031,468,/login-144-1,200,OK,Thread Group 1-6,text,true,,10096,1220,8,8,https://www.tab66aud.com/deposits,468,0,0
1700552006499,2396,/deposits-145,200,OK,Thread Group 1-6,text,true,,10103,1220,11,11,https://www.tab66aud.com/deposits,2396,0,0
1700552008897,65,/css/app.css-146,200,OK,Thread Group 1-6,text,true,,70572,1126,11,11,https://www.tab66aud.com/css/app.css?time=1700065048,64,0,0
1700552005165,4144,Select a Game,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-4,,true,,16323,5272,11,11,null,0,1,0
1700552005166,582,/games/play-204,200,OK,Thread Group 1-4,text,true,,2045,1348,8,8,https://www.tab66aud.com/games/play,582,0,0
1700552005748,609,/games/play-223,200,OK,Thread Group 1-4,text,true,,2041,1348,8,8,https://www.tab66aud.com/games/play,609,0,0
1700552006357,497,/games/10-227,200,OK,Thread Group 1-4,text,true,,10194,1228,9,9,https://www.tab66aud.com/games/10,496,0,0
1700552006854,2456,/games/play-262,200,OK,Thread Group 1-4,text,true,,2043,1348,11,11,https://www.tab66aud.com/games/play,2456,0,0
1700552008962,2479,Select and Click On Pragmatic,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,80803,2354,13,13,null,0,0,0
1700552008962,2393,/games/10-171,200,OK,Thread Group 1-6,text,true,,10221,1228,13,13,https://www.tab66aud.com/games/10,2393,0,0
1700552011355,86,/css/app.css-173,200,OK,Thread Group 1-6,text,true,,70582,1126,13,13,https://www.tab66aud.com/css/app.css?time=1700065084,84,0,0
1700552006694,4846,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-9,,true,,288452,1534,13,13,null,0,1,46
1700552006695,4774,/-37,200,OK,Thread Group 1-9,text,true,,11149,448,13,13,https://www.tab66aud.com/,4774,0,46
1700552011469,72,/js/app.js-39,200,OK,Thread Group 1-9,text,true,,277303,1086,13,13,https://www.tab66aud.com/js/app.js,45,0,0
1700552005992,5682,Login,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-7,,true,,94307,6154,13,13,null,0,2,0
1700552005992,467,/login-141,200,OK,Thread Group 1-7,text,true,,1589,1371,8,8,https://www.tab66aud.com/login,467,0,0
1700552006460,2781,/login-144,200,OK,Thread Group 1-7,text,true,,12042,2437,11,11,https://www.tab66aud.com/deposits,395,0,0
1700552006460,395,/login-144-0,302,Found,Thread Group 1-7,text,true,,1944,1217,11,11,https://www.tab66aud.com/login,395,0,0
1700552006855,2386,/login-144-1,200,OK,Thread Group 1-7,text,true,,10098,1220,11,11,https://www.tab66aud.com/deposits,2386,0,0
1700552009241,2397,/deposits-145,200,OK,Thread Group 1-7,text,true,,10100,1220,13,13,https://www.tab66aud.com/deposits,2397,0,0
1700552011639,37,/css/app.css-146,200,OK,Thread Group 1-7,text,true,,70576,1126,13,13,https://www.tab66aud.com/css/app.css?time=1700065048,36,0,0
1700552007700,4813,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-10,,true,,288457,1534,14,14,null,0,2,40
1700552007701,4744,/-37,200,OK,Thread Group 1-10,text,true,,11150,448,14,14,https://www.tab66aud.com/,4744,0,40
1700552012445,69,/js/app.js-39,200,OK,Thread Group 1-10,text,true,,277307,1086,14,14,https://www.tab66aud.com/js/app.js,36,0,0
1700552008689,4855,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-11,,true,,288459,1534,15,15,null,0,1,67
1700552008690,4775,/-37,200,OK,Thread Group 1-11,text,true,,11146,448,15,15,https://www.tab66aud.com/,4775,0,67
1700552013465,80,/js/app.js-39,200,OK,Thread Group 1-11,text,true,,277313,1086,15,15,https://www.tab66aud.com/js/app.js,44,0,0
1700552011541,2413,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-9,,true,,78749,2340,16,16,null,0,2,0
1700552011542,2371,/login-113,200,OK,Thread Group 1-9,text,true,,8166,1217,16,16,https://www.tab66aud.com/login,2371,0,0
1700552013914,42,/css/app.css-114,200,OK,Thread Group 1-9,text,true,,70583,1123,16,16,https://www.tab66aud.com/css/app.css?time=1700064991,41,0,0
1700552005933,8043,Log Out,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-2,,true,,94821,5018,16,16,null,0,1,0
1700552005933,3079,/logout-400,200,OK,Thread Group 1-2,text,true,,13098,2680,11,11,https://www.tab66aud.com,437,0,0
1700552005933,437,/logout-400-0,302,Found,Thread Group 1-2,text,true,,1907,1377,11,11,https://www.tab66aud.com/logout,437,0,0
1700552006371,2641,/logout-400-1,200,OK,Thread Group 1-2,text,true,,11191,1303,11,11,https://www.tab66aud.com,2641,0,0
1700552009012,4624,/-403,200,OK,Thread Group 1-2,text,true,,11151,1220,15,15,https://www.tab66aud.com/,4624,0,0
1700552013637,340,/css/app.css-412,200,OK,Thread Group 1-2,text,true,,70572,1118,16,16,https://www.tab66aud.com/css/app.css?time=1700065324,339,0,0
1700552011676,2409,Select and Click On Pragmatic,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,80802,2354,16,16,null,0,0,0
1700552011676,2377,/games/10-171,200,OK,Thread Group 1-7,text,true,,10225,1228,16,16,https://www.tab66aud.com/games/10,2377,0,0
1700552014053,32,/css/app.css-173,200,OK,Thread Group 1-7,text,true,,70577,1126,16,16,https://www.tab66aud.com/css/app.css?time=1700065084,30,0,0
1700552006422,7984,Select a Game,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-5,,true,,16419,5272,16,16,null,0,2,0
1700552006422,687,/games/play-204,200,OK,Thread Group 1-5,text,true,,2052,1348,9,9,https://www.tab66aud.com/games/play,687,0,0
1700552007109,2448,/games/play-223,200,OK,Thread Group 1-5,text,true,,2051,1348,11,11,https://www.tab66aud.com/games/play,2448,0,0
1700552009558,2391,/games/10-227,200,OK,Thread Group 1-5,text,true,,10261,1228,14,14,https://www.tab66aud.com/games/10,2391,0,0
1700552011950,2458,/games/play-262,200,OK,Thread Group 1-5,text,true,,2055,1348,16,16,https://www.tab66aud.com/games/play,2458,0,0
1700552009701,5030,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-12,,true,,288456,1534,17,17,null,0,1,51
1700552009702,4805,/-37,200,OK,Thread Group 1-12,text,true,,11151,448,16,16,https://www.tab66aud.com/,4804,0,51
1700552014507,225,/js/app.js-39,200,OK,Thread Group 1-12,text,true,,277305,1086,17,17,https://www.tab66aud.com/js/app.js,187,0,0
1700552012515,2437,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-10,,true,,78739,2340,17,17,null,0,1,0
1700552012515,2371,/login-113,200,OK,Thread Group 1-10,text,true,,8162,1217,17,17,https://www.tab66aud.com/login,2371,0,0
1700552014887,66,/css/app.css-114,200,OK,Thread Group 1-10,text,true,,70577,1123,17,17,https://www.tab66aud.com/css/app.css?time=1700064991,65,0,0
1700552012699,2461,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-15,,true,,288442,1534,17,17,null,0,2,34
1700552012700,2390,/-37,200,OK,Thread Group 1-15,text,true,,11141,448,17,17,https://www.tab66aud.com/,2390,0,34
1700552015091,71,/js/app.js-39,200,OK,Thread Group 1-15,text,true,,277301,1086,17,17,https://www.tab66aud.com/js/app.js,50,0,0
1700552010699,4509,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-13,,true,,288469,1534,17,17,null,0,1,37
1700552010700,4435,/-37,200,OK,Thread Group 1-13,text,true,,11156,448,17,17,https://www.tab66aud.com/,4435,0,37
1700552015135,74,/js/app.js-39,200,OK,Thread Group 1-13,text,true,,277313,1086,17,17,https://www.tab66aud.com/js/app.js,55,0,0
1700552014732,482,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-12,,true,,78771,2340,17,17,null,0,1,0
1700552014732,439,/login-113,200,OK,Thread Group 1-12,text,true,,8190,1217,17,17,https://www.tab66aud.com/login,439,0,0
1700552015172,43,/css/app.css-114,200,OK,Thread Group 1-12,text,true,,70581,1123,17,17,https://www.tab66aud.com/css/app.css?time=1700064991,42,0,0
1700552013691,1585,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-16,,true,,288469,1534,17,17,null,0,4,44
1700552013694,1517,/-37,200,OK,Thread Group 1-16,text,true,,11166,448,17,17,https://www.tab66aud.com/,1517,0,44
1700552015211,68,/js/app.js-39,200,OK,Thread Group 1-16,text,true,,277303,1086,17,17,https://www.tab66aud.com/js/app.js,48,0,0
1700552011700,3646,Home Page,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-14,,true,,288460,1534,17,17,null,0,1,31
1700552011701,3501,/-37,200,OK,Thread Group 1-14,text,true,,11151,448,17,17,https://www.tab66aud.com/,3501,0,31
1700552015202,145,/js/app.js-39,200,OK,Thread Group 1-14,text,true,,277309,1086,17,17,https://www.tab66aud.com/js/app.js,95,0,0
1700552013977,1410,Home Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,11149,1169,17,17,null,0,4,0
1700552013978,1410,/-37,200,OK,Thread Group 1-2,text,true,,11149,1169,17,17,https://www.tab66aud.com/,1410,0,0
1700552013545,2016,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-11,,true,,78728,2340,17,17,null,0,1,0
1700552013545,1970,/login-113,200,OK,Thread Group 1-11,text,true,,8153,1217,17,17,https://www.tab66aud.com/login,1970,0,0
1700552015516,46,/css/app.css-114,200,OK,Thread Group 1-11,text,true,,70575,1123,17,17,https://www.tab66aud.com/css/app.css?time=1700064991,43,0,0
1700552006148,9418,Log Out,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-1,,true,,94759,5018,17,17,null,0,0,0
1700552006148,5032,/logout-400,200,OK,Thread Group 1-1,text,true,,13044,2680,13,13,https://www.tab66aud.com,413,0,0
1700552006148,413,/logout-400-0,302,Found,Thread Group 1-1,text,true,,1897,1377,13,13,https://www.tab66aud.com/logout,413,0,0
1700552006561,4619,/logout-400-1,200,OK,Thread Group 1-1,text,true,,11147,1303,13,13,https://www.tab66aud.com,4618,0,0
1700552011180,4339,/-403,200,OK,Thread Group 1-1,text,true,,11141,1220,17,17,https://www.tab66aud.com/,4339,0,0
1700552015519,47,/css/app.css-412,200,OK,Thread Group 1-1,text,true,,70574,1118,17,17,https://www.tab66aud.com/css/app.css?time=1700065324,44,0,0
1700552015162,445,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-15,,true,,78736,2340,17,17,null,0,2,0
1700552015162,405,/login-113,200,OK,Thread Group 1-15,text,true,,8163,1217,17,17,https://www.tab66aud.com/login,405,0,0
1700552015568,40,/css/app.css-114,200,OK,Thread Group 1-15,text,true,,70573,1123,17,17,https://www.tab66aud.com/css/app.css?time=1700064991,36,0,0
1700552015209,463,Click On Login Button,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-13,,true,,78764,2340,17,17,null,0,2,0
1700552015210,423,/login-113,200,OK,Thread Group 1-13,text,true,,8187,1217,17,17,https://www.tab66aud.com/login,423,0,0
1700552015634,40,/css/app.css-114,200,OK,Thread Group 1-13,text,true,,70577,1123,17,17,https://www.tab66aud.com/css/app.css?time=1700064991,33,0,0
